"Funding time","Rate calculated time","Market","Funding rate (%)","Settlement price","BTC Price","WBT/BTC Relative","Price Timestamp","Last GitHub Sync:","2026-02-23 12:17:02"
"2025-12-15 08:00","2025-12-15 00:00","WBT_PERP","0.0923","59.962","89715.32","0.00066836","2025-12-15 08:00:00","",""
"2025-12-15 00:00","2025-12-14 16:00","WBT_PERP","0.0712","59.274","88237.04","0.00067176","2025-12-15 00:00:00","",""
"2025-12-14 16:00","2025-12-14 08:00","WBT_PERP","0.0601","59.675","88975.94","0.00067069","2025-12-14 16:00:00","",""
"2025-12-14 08:00","2025-12-14 00:00","WBT_PERP","0.0663","60.344","90255.52","0.00066859","2025-12-14 08:00:00","",""
"2025-12-14 00:00","2025-12-13 16:00","WBT_PERP","0.0875","60.332","90235.81","0.00066860","2025-12-14 00:00:00","",""
"2025-12-13 16:00","2025-12-13 08:00","WBT_PERP","0.0715","60.278","90155.35","0.00066860","2025-12-13 16:00:00","",""
"2025-12-13 08:00","2025-12-13 00:00","WBT_PERP","0.0630","60.434","90338.59","0.00066897","2025-12-13 08:00:00","",""
"2025-12-13 00:00","2025-12-12 16:00","WBT_PERP","0.0634","60.382","90242.21","0.00066911","2025-12-13 00:00:00","",""
"2025-12-12 16:00","2025-12-12 08:00","WBT_PERP","0.0627","60.181","89967.84","0.00066892","2025-12-12 16:00:00","",""
"2025-12-12 08:00","2025-12-12 00:00","WBT_PERP","0.0525","61.56","92437.83","0.00066596","2025-12-12 08:00:00","",""
"2025-12-12 00:00","2025-12-11 16:00","WBT_PERP","0.0602","61.724","92566.36","0.00066681","2025-12-12 00:00:00","",""
"2025-12-11 16:00","2025-12-11 08:00","WBT_PERP","0.0480","60.873","89903.31","0.00067709","2025-12-11 16:00:00","",""
"2025-12-11 08:00","2025-12-11 00:00","WBT_PERP","0.0522","61.408","90242.02","0.00068048","2025-12-11 08:00:00","",""
"2025-12-11 00:00","2025-12-10 16:00","WBT_PERP","0.0417","62.902","91966.82","0.00068396","2025-12-11 00:00:00","",""
"2025-12-10 16:00","2025-12-10 08:00","WBT_PERP","0.0185","62.871","92097.65","0.00068266","2025-12-10 16:00:00","",""
